Year,Team,Conf,Seed,Wins,Losses,KenPom,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM,AdjO_rank,AdjD_rank,AdjT_rank,Luck_rank,SOS AdjEM_rank,OppO_rank,OppD_rank,NCSOS AdjEM_rank
2018,Virginia,ACC,1,31,2,1,32.06,116.6,84.5,59.1,0.032,9.88,110.8,100.9,0.23,21,1,351,98,25,29,26,159
2018,Villanova,BE,1,30,4,2,31.4,127.4,96,68.2,-0.018,10.21,111.3,101.1,4.14,1,22,168,224,20,19,29,64
2018,Duke,ACC,2,26,7,3,29.04,122.6,93.6,69.9,-0.029,10.8,110.9,100.1,4.63,3,7,78,261,12,26,10,53
2018,Cincinnati,Amer,2,30,4,4,26.97,113.2,86.2,64.6,-0.004,3.15,107,103.8,-4.17,55,2,322,185,89,99,91,295
2018,Purdue,B10,2,28,6,5,26.66,123.3,96.6,67.2,0.003,8.53,109.3,100.8,0.93,2,31,219,168,44,54,21,146
2018,Michigan St.,B10,3,29,4,6,26.31,120,93.7,67.1,0.048,6.44,109,102.6,-4.77,10,9,222,64,64,62,67,302
2018,Gonzaga,WCC,4,30,4,7,24.97,119.9,94.9,68.9,-0.006,1.15,106.7,105.5,3.21,12,16,123,194,123,103,153,83
2018,North Carolina,ACC,2,25,10,8,24.94,121.9,97,70.9,-0.019,13.94,112.4,98.4,7.96,5,34,50,229,1,1,1,15
2018,Kansas,B12,1,27,7,9,23.26,121,97.7,68.3,0.06,11.49,111.7,100.2,3.64,6,46,163,50,6,12,11,78
2018,Michigan,B10,3,28,7,10,23.17,115.9,92.7,64.3,0.037,8.74,111.1,102.3,-4.56,27,5,333,90,41,21,63,300
2018,Tennessee,SEC,3,25,8,11,22.17,114.8,92.7,66.1,0.04,11.62,112.2,100.6,7.55,40,4,272,81,4,2,15,19
2018,Texas Tech,B12,3,24,9,12,21.97,114.1,92.1,66.5,-0.021,9.26,110.3,101.1,-5.14,44,3,251,235,34,36,30,311
2018,West Virginia,B12,5,24,10,13,21.81,119.2,97.4,69,-0.009,10.5,109.9,99.4,-4.3,14,40,119,198,17,43,2,297
2018,Xavier,BE,1,28,5,14,21.67,120.7,99.1,70.4,0.109,9.58,110.3,100.7,2.09,7,60,61,9,31,39,18,106
2018,Ohio St.,B10,5,24,8,15,21.1,116.2,95.1,66.3,0.027,8.13,109.7,101.6,0.41,26,17,261,107,49,46,48,152
2018,Auburn,SEC,4,25,7,16,20.71,118.2,97.5,72.2,-0.012,7.6,109.1,101.5,-1.62,16,43,21,206,55,59,45,208
2018,Houston,Amer,6,26,7,17,20.53,115.8,95.3,68.2,-0.009,3.36,106.7,103.3,-2.73,29,18,173,202,87,104,80,248
2018,Kentucky,SEC,5,24,10,18,20.38,116.4,96.1,68.5,-0.001,11.12,111,99.9,4.87,23,24,158,177,9,23,5,46
2018,Clemson,ACC,5,23,9,19,20.17,113.8,93.6,65.6,0.004,9.65,110.8,101.2,-1.76,46,8,298,163,29,28,35,216
2018,Wichita St.,Amer,4,25,7,20,20.06,122,101.9,68.5,-0.015,5.53,107.8,102.3,2.03,4,109,153,217,73,78,62,108
2018,Arizona,P12,4,27,7,21,19.21,119,99.8,67.2,0.025,6.16,108.8,102.6,2.77,15,70,215,116,66,64,70,86
2018,TCU,B12,6,21,11,22,18.97,120.7,101.7,68.6,-0.058,9.86,111.4,101.6,-0.42,8,106,143,310,26,16,47,177
2018,Florida,SEC,6,20,12,23,18.73,115.2,96.4,66.7,-0.049,10.74,110.7,100,4.47,37,27,240,295,13,30,7,56
2018,Nevada,MWC,7,27,7,24,18.23,119.9,101.7,69.4,-0.028,4.49,107.3,102.8,4.28,11,105,99,260,79,90,72,59
2018,Saint Mary's,WCC,,29,5,25,18.2,120.3,102.1,63.7,0.004,-1.49,104.6,106.1,-3.6,9,111,341,161,178,184,182,282
2018,Butler,BE,10,20,13,26,17.83,115.7,97.9,67.8,-0.037,10.53,111.8,101.3,0.24,30,48,190,273,16,6,41,158
2018,Seton Hall,BE,8,21,11,27,17.29,116.3,99.1,69.3,-0.02,9.52,110.4,100.9,0.33,25,57,105,234,32,34,25,154
2018,Creighton,BE,8,21,11,28,17.24,116.5,99.2,70.8,-0.018,9.16,111.1,101.9,-3.88,22,62,53,228,37,20,55,291
2018,Penn St.,B10,,21,13,29,17.07,113,96,67.5,-0.078,6.71,109.4,102.7,-6.13,57,21,206,336,61,52,71,324
2018,Texas A&M,SEC,7,20,12,30,16.92,111.2,94.3,69,-0.007,11.33,112.1,100.7,5.27,72,12,118,195,7,3,19,38
2018,Notre Dame,ACC,,21,14,31,16.61,115.7,99.1,65.2,-0.052,8.87,110.3,101.5,-1.34,31,58,313,301,39,37,44,197
2018,Virginia Tech,ACC,8,21,11,32,16.55,115.1,98.5,68.6,-0.003,8.07,109.8,101.7,-9.53,38,55,146,182,51,44,52,344
2018,Louisville,ACC,,21,13,33,16.39,112.4,96.1,69.6,-0.012,9.16,110.3,101.1,-2.12,58,23,90,207,38,40,31,229
2018,Baylor,B12,,19,14,34,16.37,111.1,94.7,66.6,-0.065,10.41,111.7,101.3,-3.57,75,14,243,319,18,10,39,281
2018,Florida St.,ACC,9,20,11,35,15.71,115.9,100.2,71.5,-0.032,7.85,109,101.2,-6.68,28,78,31,266,54,60,36,330
2018,Arkansas,SEC,7,23,11,36,15.65,117.3,101.7,69.6,0.062,10.15,111,100.8,1.28,19,104,91,41,21,25,23,135
2018,Miami FL,ACC,6,22,9,37,15.63,113.3,97.7,67,0.034,8.09,109.5,101.5,-3.51,51,45,225,95,50,50,43,280
2018,Texas,B12,10,19,14,38,15.5,109.4,93.9,65.1,-0.018,11.8,111.7,99.9,2.21,96,10,316,225,3,11,4,102
2018,Missouri,SEC,8,20,12,39,15.47,113.3,97.8,65.6,-0.021,9.59,110.1,100.5,1.23,52,47,297,236,30,41,13,138
2018,Loyola Chicago,MVC,11,28,5,40,15.11,111.3,96.2,65.3,0.058,0.03,103.8,103.7,-5.61,68,25,312,53,139,225,88,315
2018,North Carolina St.,ACC,9,21,11,41,15.01,116.4,101.4,71.3,0.007,7.49,108.8,101.3,-9.41,24,100,41,156,57,63,40,342
2018,Davidson,A10,12,21,11,42,15,117.5,102.5,64.1,-0.051,1.96,105.9,103.9,1.8,18,118,335,297,108,131,94,117
2018,Middle Tennessee,CUSA,,25,7,43,14.93,111.2,96.3,66.5,-0.003,2.9,107.5,104.6,8.24,71,26,248,181,95,86,115,13
2018,Kansas St.,B12,9,22,11,44,14.79,112.2,97.4,65.5,0.056,9.22,111.4,102.2,-6.05,59,41,302,56,36,17,59,321
2018,USC,P12,,24,11,45,14.68,115,100.3,67.6,-0.005,5.48,108.7,103.2,1.9,39,81,197,189,74,66,79,112
2018,Maryland,B10,,19,13,46,14.64,114.1,99.5,66.2,-0.046,8.03,109.2,101.1,-4.49,43,68,266,288,52,58,34,299
2018,Arizona St.,P12,11,20,11,47,14.61,117.6,103,71.5,-0.072,5.68,108,102.3,1.57,17,125,36,331,71,75,64,123
2018,Rhode Island,A10,7,25,7,48,14.45,111.8,97.3,68.6,0.037,2.75,107.4,104.7,4.1,63,39,148,87,97,88,117,66
2018,Oklahoma,B12,10,18,13,49,14.45,115.2,100.7,75.7,0.005,11.98,111.8,99.9,2.25,36,86,4,160,2,7,3,101
2018,San Diego St.,MWC,11,22,10,50,14.18,111.3,97.1,68.6,-0.015,3.38,107.6,104.2,-0.14,69,36,147,219,86,84,103,170
2018,Alabama,SEC,9,19,15,51,13.86,108.5,94.6,68.7,0,11.05,111,100,3.06,117,13,136,174,10,22,8,85
