Year,Team,Conf,Seed,Wins,Losses,KenPom,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM,AdjO_rank,AdjD_rank,AdjT_rank,Luck_rank,SOS AdjEM_rank,OppO_rank,OppD_rank,NCSOS AdjEM_rank
2018,Villanova,BE,1,32,4,1,32.16,127.6,95.4,68.3,-0.021,9.89,110.9,101,4.06,1,19,174,234,22,24,30,61
2018,Duke,ACC,2,28,7,2,29.47,122.9,93.5,69.8,-0.03,10.07,110.4,100.4,4.16,3,8,86,264,17,31,13,58
2018,Virginia,ACC,1,31,3,3,29.46,115.4,85.9,59.4,0.048,9.22,110.2,101,-0.03,31,1,351,65,36,34,31,159
2018,Purdue,B10,2,30,6,4,27.03,123.3,96.3,67,0.01,8.56,109.2,100.7,0.71,2,28,233,148,45,53,20,145
2018,Cincinnati,Amer,2,31,5,5,26.6,113.6,87,64.5,-0.019,3.53,107.1,103.6,-4.09,49,2,332,229,86,89,89,291
2018,Michigan St.,B10,3,30,5,6,25.36,119.4,94,67,0.038,6.63,108.8,102.2,-5.03,13,10,231,83,62,62,66,304
2018,Michigan,B10,3,31,7,7,24.41,116.1,91.7,64.7,0.042,9.31,111,101.7,-4.7,24,3,324,70,31,19,55,300
2018,Gonzaga,WCC,4,32,4,8,24.31,119.5,95.2,69.5,0.008,1.38,106.5,105.1,3.17,12,16,101,155,112,104,134,78
2018,North Carolina,ACC,2,26,11,9,23.57,120.5,97,71.2,-0.011,13.29,111.9,98.6,7.68,6,38,46,208,1,3,1,16
2018,Kansas,B12,1,29,7,10,23.45,121,97.5,68.5,0.066,11.29,111.3,100,3.61,5,46,163,37,6,13,9,73
2018,West Virginia,B12,5,26,10,11,22.61,119.8,97.2,68.9,-0.007,10.04,109.7,99.6,-4.66,10,41,129,197,18,45,2,299
2018,Tennessee,SEC,3,26,9,12,22.31,114.9,92.6,66,0.019,11.12,111.5,100.4,7.13,38,6,281,125,8,8,14,20
2018,Texas Tech,B12,3,26,9,13,22.06,113.8,91.7,66.7,-0.006,9.29,110.2,100.9,-5.21,48,4,249,196,32,35,26,309
2018,Clemson,ACC,5,25,9,14,21.69,114.4,92.7,65.9,0.004,9.73,110.5,100.8,-1.83,43,7,285,167,27,29,24,211
2018,Xavier,BE,1,29,6,15,21.2,120.1,98.9,70.5,0.091,9.18,110.1,101,1.89,8,59,62,17,37,37,29,110
2018,Ohio St.,B10,5,25,9,16,21.13,116.2,95.1,67,0.02,8.75,110.1,101.3,0.39,23,15,236,124,42,39,45,151
2018,Kentucky,SEC,5,26,11,17,20.5,116.1,95.6,68.8,-0.008,11.03,111.1,100,4.61,25,21,144,202,10,18,10,46
2018,Houston,Amer,6,27,8,18,20.24,114.8,94.6,68.4,-0.015,3.98,106.9,102.9,-2.96,41,12,166,216,81,96,75,250
2018,Florida,SEC,6,21,13,19,19.02,114.7,95.7,67.1,-0.059,10.85,110.6,99.7,4.59,42,23,224,309,12,28,3,47
2018,Wichita St.,Amer,4,25,8,20,19,121.2,102.2,68.5,-0.026,5.17,107.5,102.4,1.61,4,110,160,254,75,80,68,113
2018,Butler,BE,10,21,14,21,18.81,116.3,97.5,67.6,-0.047,11.08,112.2,101.1,0.23,22,45,201,290,9,1,38,154
2018,Auburn,SEC,4,26,8,22,18.75,115.7,97,72.6,0.034,7.63,109.1,101.5,-1.82,26,36,19,94,55,56,48,210
2018,TCU,B12,6,21,12,23,18.53,119.9,101.4,68.6,-0.067,9.8,111,101.2,-0.75,9,100,157,322,23,22,40,179
2018,Nevada,MWC,7,29,8,24,18.45,120.4,102,69.4,-0.026,5.27,107.3,102,3.8,7,107,104,255,74,86,61,67
2018,Penn St.,B10,,24,13,25,17.95,113.3,95.4,67.5,-0.054,7.28,109.8,102.6,-6.33,51,18,210,301,58,44,71,322
2018,Arizona,P12,4,27,8,26,17.83,118.4,100.5,67.1,0.036,6.14,108.8,102.6,2.62,15,83,222,88,66,64,72,86
2018,Seton Hall,BE,8,22,12,27,17.75,116.9,99.2,69.5,-0.028,9.94,110.7,100.8,0,18,64,103,260,20,27,23,157
2018,Texas A&M,SEC,7,22,13,28,17,111.6,94.6,69.5,0.014,11.78,112.1,100.3,5.12,65,13,102,140,4,2,12,37
2018,Creighton,BE,8,21,12,29,16.69,115.6,99,70.8,-0.028,9.28,111,101.7,-4.11,27,60,56,259,33,21,54,292
2018,Florida St.,ACC,9,22,11,30,16.68,115.1,98.4,71.5,-0.019,8.24,109.3,101,-6.86,35,54,38,230,48,52,34,330
2018,Saint Mary's,WCC,,30,6,31,16.48,119.7,103.3,63.4,0.006,-1.78,104.2,106,-4.13,11,131,341,163,183,194,182,293
2018,Baylor,B12,,19,15,32,16.09,111.8,95.7,66.7,-0.079,10.15,111.2,101.1,-3.67,61,22,247,335,16,14,36,280
2018,Virginia Tech,ACC,8,21,12,33,15.99,115.5,99.5,68.7,-0.018,7.91,109.5,101.6,-9.69,30,70,146,228,53,47,52,343
2018,Loyola Chicago,MVC,11,31,5,34,15.81,111.5,95.7,65.1,0.083,1.49,104.6,103.1,-5.66,67,24,319,20,109,179,77,316
2018,Notre Dame,ACC,,21,15,35,15.69,115.1,99.4,65.4,-0.058,8.58,110,101.5,-1.67,36,68,312,308,44,40,47,205
2018,Kansas St.,B12,9,25,11,36,15.53,110.6,95,65.5,0.074,9.24,111.3,102,-6.39,78,14,307,27,35,10,63,324
2018,Texas,B12,10,19,15,37,15.51,109.7,94.2,65.2,-0.03,11.92,111.7,99.8,2.21,90,11,315,262,2,5,5,93
2018,Louisville,ACC,,22,14,38,15.3,112.3,97,69.6,-0.005,8.82,109.8,101,-2.49,57,37,96,189,40,43,33,237
2018,Miami FL,ACC,6,22,10,39,15.3,113,97.7,67,0.017,8.01,109.3,101.3,-3.76,54,47,230,128,52,50,44,282
2018,Maryland,B10,,19,13,40,14.96,114.3,99.3,66.3,-0.046,8.15,109,100.9,-4.17,44,67,266,286,50,60,25,294
2018,Missouri,SEC,8,20,13,41,14.88,112.1,97.2,65.7,-0.025,9.67,110.1,100.4,1.15,59,42,297,249,28,38,16,132
2018,Arkansas,SEC,7,23,12,42,14.74,116.6,101.9,69.7,0.059,10.02,110.8,100.7,0.94,20,106,93,56,19,26,21,140
2018,Western Kentucky,CUSA,,27,10,43,14.71,115.1,100.4,68.8,0.008,3.47,107,103.5,3.82,33,82,143,154,88,93,87,66
2018,Davidson,A10,12,21,12,44,14.67,117.2,102.5,64.5,-0.063,2.15,105.9,103.7,1.43,16,118,331,318,103,117,93,122
2018,Middle Tennessee,CUSA,,25,8,45,14.67,111.5,96.9,66.5,0.008,3.63,107.7,104.1,7.74,66,35,259,156,83,76,101,15
2018,Syracuse,ACC,11,23,13,46,14.5,106.8,92.3,63,0.033,9.26,111.3,102,-0.2,140,5,345,96,34,12,60,166
2018,North Carolina St.,ACC,9,21,12,47,14.39,116.5,102.1,71.4,-0.001,7.63,108.8,101.2,-9.67,21,109,40,181,56,63,39,342
2018,Mississippi St.,SEC,,25,11,48,14.28,110.9,96.6,67.4,0.042,6.74,108.6,101.9,-10.5,75,32,214,71,61,67,56,345
2018,Arizona St.,P12,11,20,12,49,14.27,117.1,102.8,71.3,-0.083,5.69,107.7,102,1.21,17,121,44,340,70,77,59,128
2018,Oklahoma,B12,10,18,14,50,14.21,114.9,100.7,75.5,-0.008,11.8,111.6,99.8,2.18,39,85,4,201,3,7,4,96
2018,San Diego St.,MWC,11,22,11,51,14.2,110.7,96.5,68.8,-0.032,3.63,107.6,104,-0.56,77,31,142,265,84,79,96,173
2018,USC,P12,,24,12,52,14.19,114.8,100.6,67.7,-0.017,5.31,108.6,103.3,1.5,40,84,199,222,73,68,82,121
2018,Rhode Island,A10,7,26,8,53,13.91,111.4,97.5,68.3,0.063,3.51,107.8,104.3,3.84,70,44,172,44,87,75,107,64
2018,UCLA,P12,11,21,12,54,13.63,115.2,101.6,70.3,-0.027,6.58,108.4,101.9,2.98,32,103,70,257,63,70,57,82
