Year,Team,Conf,Seed,Wins,Losses,KenPom,AdjEM,AdjO,AdjD,AdjT,Luck,SOS AdjEM,OppO,OppD,NCSOS AdjEM,AdjO_rank,AdjD_rank,AdjT_rank,Luck_rank,SOS AdjEM_rank,OppO_rank,OppD_rank,NCSOS AdjEM_rank
2018,Villanova,BE,1,34,4,1,32.66,127.3,94.6,68.6,-0.017,10.55,111.2,100.6,4,1,13,160,223,16,15,23,61
2018,Virginia,ACC,1,31,3,2,29.52,115.4,85.9,59.4,0.048,9.26,110.2,101,-0.07,30,1,351,66,36,35,33,160
2018,Duke,ACC,2,29,8,3,28.85,122.7,93.8,69.7,-0.034,10.62,110.6,100,4.1,3,9,93,271,15,30,10,58
2018,Cincinnati,Amer,2,31,5,4,26.62,113.6,87,64.5,-0.019,3.51,107.1,103.6,-4.13,48,2,332,230,86,89,90,291
2018,Purdue,B10,2,30,7,5,26.08,122.8,96.7,67.2,0.006,8.86,109.3,100.4,0.69,2,34,222,164,42,53,17,144
2018,Michigan St.,B10,3,30,5,6,25.25,119.3,94.1,67,0.038,6.49,108.7,102.2,-5.08,13,10,231,83,63,64,67,305
2018,Michigan,B10,3,32,7,7,24.23,115.4,91.1,64.5,0.048,9.4,111.1,101.7,-4.82,31,4,326,65,33,18,54,301
2018,Kansas,B12,1,31,7,8,23.88,121,97.1,68.7,0.079,11.96,111.6,99.6,3.57,5,42,150,21,2,7,3,72
2018,North Carolina,ACC,2,26,11,9,23.58,120.5,97,71.2,-0.011,13.28,111.8,98.5,7.61,6,38,46,207,1,3,1,16
2018,Gonzaga,WCC,4,32,5,10,23.1,118.3,95.2,69.4,0.009,1.71,106.7,104.9,3.1,14,17,106,153,107,102,126,78
2018,Texas Tech,B12,3,27,10,11,22.6,113.6,91,66.7,-0.007,10.37,111,100.6,-5.23,49,3,247,196,18,22,24,309
2018,West Virginia,B12,5,26,11,12,22.48,119.6,97.2,69.2,-0.014,10.67,110.1,99.4,-4.69,11,43,119,214,14,37,2,299
2018,Tennessee,SEC,3,26,9,13,22.35,114.9,92.6,66,0.019,11.12,111.5,100.3,7.11,37,6,282,125,8,10,14,20
2018,Clemson,ACC,5,25,10,14,21.67,114.5,92.8,66.1,-0.009,10.26,110.8,100.6,-1.84,43,7,274,204,19,26,22,210
2018,Xavier,BE,1,29,6,15,21.31,120.2,98.9,70.5,0.091,9.22,110.1,100.9,1.86,8,61,61,17,38,38,30,109
2018,Ohio St.,B10,5,25,9,16,20.93,116.2,95.2,67,0.02,8.57,109.9,101.3,0.31,23,16,236,124,46,42,45,151
2018,Kentucky,SEC,5,26,11,17,20.5,116,95.5,68.7,-0.008,10.99,111,100,4.6,24,22,144,200,10,20,11,47
2018,Houston,Amer,6,27,8,18,20.27,114.8,94.5,68.4,-0.015,3.98,106.8,102.9,-2.92,39,12,167,216,81,94,74,248
2018,Florida,SEC,6,21,13,19,19.06,114.8,95.7,67.1,-0.059,10.86,110.5,99.7,4.68,41,24,224,310,12,31,4,44
2018,Wichita St.,Amer,4,25,8,20,19.02,121.2,102.2,68.5,-0.026,5.15,107.5,102.4,1.58,4,110,162,253,75,79,68,113
2018,Butler,BE,10,21,14,21,18.81,116.4,97.6,67.6,-0.047,11.04,112.1,101.1,0.13,22,47,206,290,9,1,37,154
2018,Auburn,SEC,4,26,8,22,18.77,115.7,96.9,72.6,0.034,7.62,109.1,101.5,-1.8,25,37,18,94,56,56,49,208
2018,TCU,B12,6,21,12,23,18.53,119.9,101.4,68.6,-0.067,9.76,110.9,101.2,-0.79,9,100,159,322,27,23,40,178
